ElementID,Name,Abstract Data Type,Data Type Semantics,Status,Description,Units,Range,References,Requester,Revision,Date
385,rfc3550JitterMilliseconds,unsigned32,quantity,current,"Interarrival jitter as defined in section 6.4.1 of [RFC3550], 
measured in milliseconds.",milliseconds,,[RFC3550],[ipfix-iana_at_cisco.com],0,2013-02-18
386,rfc3550JitterMicroseconds,unsigned32,quantity,current,"Interarrival jitter as defined in section 6.4.1 of [RFC3550], 
measured in microseconds.",microseconds,,[RFC3550],[ipfix-iana_at_cisco.com],0,2013-02-18
387,rfc3550JitterNanoseconds,unsigned32,quantity,current,"Interarrival jitter as defined in section 6.4.1 of [RFC3550], 
measured in nanoseconds.",nanoseconds,,[RFC3550],[ipfix-iana_at_cisco.com],0,2013-02-18
388,dot1qDEI,boolean,default,current,"The value of the 1-bit Drop Eligible Indicator (DEI) field of the VLAN tag as 
described in 802.1Q-2011 subclause 9.6. In case of a QinQ frame, it represents 
the outer tag's DEI field and in case of an IEEE 802.1ad frame it represents 
the DEI field of the S-TAG. Note: in earlier versions of 802.1Q the same bit 
field in the incoming packet is occupied by the Canonical Format Indicator 
(CFI) field, except for S-TAGs.",,,[802.1Q-2011 subclause 9.6],[Yaakov_J_Stein],1,2014-02-03
389,dot1qCustomerDEI,boolean,default,current,"In case of a QinQ frame, it represents the inner tag's Drop Eligible Indicator 
(DEI) field and in case of an IEEE 802.1ad frame it represents the DEI field of 
the C-TAG.",,,[802.1Q-2011 subclause 9.6],[Yaakov_J_Stein],1,2014-02-03
390,flowSelectorAlgorithm,unsigned16,identifier,current,"This Information Element identifies the Intermediate Flow
Selection Process technique (e.g., Filtering, Sampling) that is
applied by the Intermediate Flow Selection Process.  Most of these
techniques have parameters.  Its configuration parameter(s) MUST
be clearly specified.  Further Information Elements are needed to
fully specify packet selection with these methods and all their
parameters.  Further method identifiers may be added to the 
flowSelectorAlgorithm registry.  It might be necessary to define new Information Elements
to specify their parameters.  The flowSelectorAlgorithm registry
is maintained by IANA.  New assignments for the registry will be
administered by IANA, on a First Come First Served basis
[RFC8126], subject to Expert Review [RFC8126].  Please note that
the purpose of the flow selection techniques described in this
document is the improvement of measurement functions as defined in
the Scope (Section 1).  Before adding new flow selector algorithms
it should be checked what is their intended purpose and especially
if those contradict with policies defined in [RFC2804].  The
designated expert(s) should consult with the community if a
request is received that runs counter to [RFC2804].  The registry
can be updated when specifications of the new method(s) and any
new Information Elements are provided.  The group of experts must
double check the flowSelectorAlgorithm definitions and Information
Elements with already defined flowSelectorAlgorithm and
Information Elements for completeness, accuracy, and redundancy.
Those experts will initially be drawn from the Working Group
Chairs and document editors of the IPFIX and PSAMP Working Groups.
The Intermediate Flow Selection Process Techniques
identifiers are defined at [http://www.iana.org/assignments/ipfix/ipfix.xhtml#ipfix-flowselectoralgorithm].",,,,[RFC7014],0,2013-06-07
391,flowSelectedOctetDeltaCount,unsigned64,deltaCounter,current,"This Information Element specifies the volume in octets of all
Flows that are selected in the Intermediate Flow Selection Process
since the previous report.",octets,,,[RFC7014],1,2014-08-13
392,flowSelectedPacketDeltaCount,unsigned64,deltaCounter,current,"This Information Element specifies the volume in packets of all
Flows that were selected in the Intermediate Flow Selection
Process since the previous report.",packets,,,[RFC7014],1,2014-08-13
393,flowSelectedFlowDeltaCount,unsigned64,deltaCounter,current,"This Information Element specifies the number of Flows that were
selected in the Intermediate Flow Selection Process since the last
report.",flows,,,[RFC7014],1,2014-08-13
394,selectorIDTotalFlowsObserved,unsigned64,,current,"This Information Element specifies the total number of Flows
observed by a Selector, for a specific value of SelectorId.  This
Information Element should be used in an Options Template scoped
to the observation to which it refers.  See Section 3.4.2.1 of the
IPFIX protocol document [RFC7011].",flows,,,[RFC7014],0,2013-06-07
395,selectorIDTotalFlowsSelected,unsigned64,,current,"This Information Element specifies the total number of Flows
selected by a Selector, for a specific value of SelectorId.  This
Information Element should be used in an Options Template scoped
to the observation to which it refers.  See Section 3.4.2.1 of the
IPFIX protocol document [RFC7011].",flows,,,[RFC7014],0,2013-06-07
396,samplingFlowInterval,unsigned64,,current,"This Information Element specifies the number of Flows that are
consecutively sampled.  A value of 100 means that 100 consecutive
Flows are sampled.  For example, this Information Element may be
used to describe the configuration of a systematic count-based
Sampling Selector.",flows,,,[RFC7014],0,2013-06-07
397,samplingFlowSpacing,unsigned64,,current,"This Information Element specifies the number of Flows between two
""samplingFlowInterval""s.  A value of 100 means that the next
interval starts 100 Flows (which are not sampled) after the
current ""samplingFlowInterval"" is over.  For example, this
Information Element may be used to describe the configuration of a
systematic count-based Sampling Selector.",flows,,,[RFC7014],0,2013-06-07
398,flowSamplingTimeInterval,unsigned64,,current,"This Information Element specifies the time interval in
microseconds during which all arriving Flows are sampled.  For
example, this Information Element may be used to describe the
configuration of a systematic time-based Sampling Selector.",microseconds,,,[RFC7014],0,2013-06-07
399,flowSamplingTimeSpacing,unsigned64,,current,"This Information Element specifies the time interval in
microseconds between two ""flowSamplingTimeInterval""s.  A value of
100 means that the next interval starts 100 microseconds (during
which no Flows are sampled) after the current
""flowsamplingTimeInterval"" is over.  For example, this Information
Element may used to describe the configuration of a systematic
time-based Sampling Selector.",microseconds,,,[RFC7014],0,2013-06-07
400,hashFlowDomain,unsigned16,identifier,current,"This Information Element specifies the Information Elements that
are used by the Hash-based Flow Selector as the Hash Domain.",,,,[RFC7014],0,2013-06-07
401,transportOctetDeltaCount,unsigned64,deltaCounter,current,"The number of octets, excluding IP header(s) and Layer 4 transport 
protocol header(s), observed for this Flow at the Observation Point 
since the previous report (if any).",octets,,,[Brian_Trammell],0,2013-08-01
402,transportPacketDeltaCount,unsigned64,deltaCounter,current,"The number of packets containing at least one octet beyond the IP header(s) and 
Layer 4 transport protocol header(s), observed for this Flow at the Observation 
Point since the previous report (if any).",packets,,,[Brian_Trammell],0,2013-08-01
403,originalExporterIPv4Address,ipv4Address,,current,"The IPv4 address used by the Exporting Process on an 
Original Exporter, as seen by the Collecting Process on an IPFIX 
Mediator.  Used to provide information about the Original 
Observation Points to a downstream Collector.",,,,[RFC7119],0,2013-12-24
404,originalExporterIPv6Address,ipv6Address,,current,"The IPv6 address used by the Exporting Process on an 
Original Exporter, as seen by the Collecting Process on an IPFIX 
Mediator.  Used to provide information about the Original 
Observation Points to a downstream Collector.",,,,[RFC7119],0,2013-12-24
405,originalObservationDomainId,unsigned32,identifier,current,"The Observation Domain ID reported by the Exporting 
Process on an Original Exporter, as seen by the Collecting Process 
on an IPFIX Mediator.  Used to provide information about the 
Original Observation Domain to a downstream Collector.  When 
cascading through multiple Mediators, this identifies the initial 
Observation Domain in the cascade.",,,,[RFC7119],0,2013-12-24
406,intermediateProcessId,unsigned32,identifier,current,"Description: An identifier of an Intermediate Process that is 
unique per IPFIX Device. Typically, this Information Element is 
used for limiting the scope of other Information Elements. Note 
that process identifiers may be assigned dynamically; that is, an 
Intermediate Process may be restarted with a different ID.",,,,[RFC7119],0,2013-12-24
407,ignoredDataRecordTotalCount,unsigned64,totalCounter,current,"Description: The total number of received Data Records that the 
Intermediate Process did not process since the (re-)initialization 
of the Intermediate Process; includes only Data Records not 
examined or otherwise handled by the Intermediate Process due to 
resource constraints, not Data Records that were examined or 
otherwise handled by the Intermediate Process but those that 
merely do not contribute to any exported Data Record due to the 
operations performed by the Intermediate Process.",,,,[RFC7119],0,2013-12-24
408,dataLinkFrameType,unsigned16,flags,current,"This Information Element specifies the type of the selected data
link frame.

            
            
              
The following data link types are defined here:

            
            
              
- 0x01 IEEE802.3 ETHERNET [IEEE802.3]

            
            
              
- 0x02 IEEE802.11 MAC Frame format [IEEE802.11]

            
            
              
Further values may be assigned by IANA.  Note that the assigned
values are bits so that multiple observations can be OR'd
together.

            
            
              
The data link layer is defined in [ISO/IEC.7498-1:1994].",,,[IEEE802.3][IEEE802.11][ISO/IEC.7498-1:1994],[RFC7133],0,2014-01-11
409,sectionOffset,unsigned16,quantity,current,"This Information Element specifies the offset of the packet
section (e.g., dataLinkFrameSection, ipHeaderPacketSection,
ipPayloadPacketSection, mplsLabelStackSection, and
mplsPayloadPacketSection).  If this Information Element is
omitted, it defaults to zero (i.e., no offset).

            
            
              
If multiple sectionOffset Information Elements are specified
within a single Template, then they apply to the packet section
Information Elements in order: the first sectionOffset applies to
the first packet section, the second to the second, and so on.
Note that the ""closest"" sectionOffset and packet section
Information Elements within a given Template are not necessarily
related.  If there are fewer sectionOffset Information Elements
than packet section Information Elements, then subsequent packet
section Information Elements have no offset, i.e., a sectionOffset
of zero applies to those packet section Information Elements.  If
there are more sectionOffset Information Elements than the number
of packet section Information Elements, then the additional
sectionOffset Information Elements are meaningless.",,,,[RFC7133],0,2014-01-11
410,sectionExportedOctets,unsigned16,quantity,current,"This Information Element specifies the observed length of the
packet section (e.g., dataLinkFrameSection, ipHeaderPacketSection,
ipPayloadPacketSection, mplsLabelStackSection, and
mplsPayloadPacketSection) when padding is used.

            
            
              
The packet section may be of a fixed size larger than the
sectionExportedOctets.  In this case, octets in the packet section
beyond the sectionExportedOctets MUST follow the [RFC7011] rules
for padding (i.e., be composed of zero (0) valued octets).",,,[RFC7011],[RFC7133],0,2014-01-11
411,dot1qServiceInstanceTag,octetArray,default,current,"This Information Element, which is 16 octets long, represents the
Backbone Service Instance Tag (I-TAG) Tag Control Information
(TCI) field of an Ethernet frame as described in [IEEE802.1Q].  It
encodes the Backbone Service Instance Priority Code Point (I-PCP),
Backbone Service Instance Drop Eligible Indicator (I-DEI), Use Customer Addresses (UCAs),
Backbone Service Instance Identifier (I-SID), Encapsulated
Customer Destination Address (C-DA), Encapsulated Customer Source
Address (C-SA), and reserved fields.  The structure and semantics
within the Tag Control Information field are defined in
[IEEE802.1Q].",,,[IEEE802.1Q],[RFC7133],1,2014-05-02
412,dot1qServiceInstanceId,unsigned32,identifier,current,"The value of the 24-bit Backbone Service Instance Identifier
(I-SID) portion of the Backbone Service Instance Tag (I-TAG) Tag
Control Information (TCI) field of an Ethernet frame as described
in [IEEE802.1Q].",,0-0xFFFFFF,[IEEE802.1Q],[RFC7133],1,2014-05-02
413,dot1qServiceInstancePriority,unsigned8,identifier,current,"The value of the 3-bit Backbone Service Instance Priority Code
Point (I-PCP) portion of the Backbone Service Instance Tag (I-TAG)
Tag Control Information (TCI) field of an Ethernet frame as
described in [IEEE802.1Q].",,0-7,[IEEE802.1Q],[RFC7133],1,2014-05-02
414,dot1qCustomerSourceMacAddress,macAddress,default,current,"The value of the Encapsulated Customer Source Address (C-SA)
portion of the Backbone Service Instance Tag (I-TAG) Tag Control
Information (TCI) field of an Ethernet frame as described in
[IEEE802.1Q].",,,[IEEE802.1Q],[RFC7133],1,2014-05-02
415,dot1qCustomerDestinationMacAddress,macAddress,default,current,"The value of the Encapsulated Customer Destination Address (C-DA)
portion of the Backbone Service Instance Tag (I-TAG) Tag Control
Information (TCI) field of an Ethernet frame as described in
[IEEE802.1Q].",,,[IEEE802.1Q],[RFC7133],1,2014-05-02
416,,,,deprecated,"Duplicate of Information Element ID 352, layer2OctetDeltaCount.",,,[RFC5477],,2,2014-05-13
417,postLayer2OctetDeltaCount,unsigned64,deltaCounter,current,"The definition of this Information Element is identical to the
definition of the layer2OctetDeltaCount Information Element,
except that it reports a potentially modified value caused by a
middlebox function after the packet passed the Observation Point.

            
            
              
This Information Element is the layer 2 version of
postOctetDeltaCount (ElementId #23).",octets,,[RFC5477],[RFC7133],1,2014-05-02
418,postMCastLayer2OctetDeltaCount,unsigned64,deltaCounter,current,"The number of layer 2 octets since the previous report (if any) in
outgoing multicast packets sent for packets of this Flow by a
multicast daemon within the Observation Domain.  This property
cannot necessarily be observed at the Observation Point but may
be retrieved by other means.  The number of octets includes layer
2 header(s) and layer 2 payload.

            
            
              
This Information Element is the layer 2 version of
postMCastOctetDeltaCount (ElementId #20).",octets,,[RFC5477],[RFC7133],1,2014-05-02
419,,,,deprecated,"Duplicate of Information Element ID 353, layer2OctetTotalCount.",,,[RFC5477],,2,2014-05-13
420,postLayer2OctetTotalCount,unsigned64,totalCounter,current,"The definition of this Information Element is identical to the
definition of the layer2OctetTotalCount Information Element,
except that it reports a potentially modified value caused by a
middlebox function after the packet passed the Observation Point.

            
            
              
This Information Element is the layer 2 version of
postOctetTotalCount (ElementId #171).",octets,,[RFC5477],[RFC7133],1,2014-05-02
421,postMCastLayer2OctetTotalCount,unsigned64,totalCounter,current,"The total number of layer 2 octets in outgoing multicast packets
sent for packets of this Flow by a multicast daemon in the
Observation Domain since the Metering Process (re-)initialization.
This property cannot necessarily be observed at the Observation
Point but may be retrieved by other means.  The number of octets
includes layer 2 header(s) and layer 2 payload.

            
            
              
This Information Element is the layer 2 version of
postMCastOctetTotalCount (ElementId #175).",octets,,[RFC5477],[RFC7133],1,2014-05-02
422,minimumLayer2TotalLength,unsigned64,,current,"Layer 2 length of the smallest packet observed for this Flow.  The
packet length includes the length of the layer 2 header(s) and the 
length of the layer 2 payload.

            
            
              
This Information Element is the layer 2 version of
minimumIpTotalLength (ElementId #25).",octets,,[RFC5477],[RFC7133],1,2014-05-02
423,maximumLayer2TotalLength,unsigned64,,current,"Layer 2 length of the largest packet observed for this Flow.  The
packet length includes the length of the layer 2 header(s) and the length of the layer
2 payload.

            
            
              
This Information Element is the layer 2 version of
maximumIpTotalLength (ElementId #26).",octets,,[RFC5477],[RFC7133],1,2014-05-02
424,droppedLayer2OctetDeltaCount,unsigned64,deltaCounter,current,"The number of layer 2 octets since the previous report (if any) in
packets of this Flow dropped by packet treatment.  The number of
octets includes layer 2 header(s) and layer 2 payload.

            
            
              
This Information Element is the layer 2 version of
droppedOctetDeltaCount (ElementId #132).",octets,,[RFC5477],[RFC7133],1,2014-05-02
425,droppedLayer2OctetTotalCount,unsigned64,totalCounter,current,"The total number of octets in observed layer 2 packets (including
the layer 2 header) that were dropped by packet treatment since
the (re-)initialization of the Metering Process.

            
            
              
This Information Element is the layer 2 version of
droppedOctetTotalCount (ElementId #134).",octets,,[RFC5477],[RFC7133],1,2014-05-02
426,ignoredLayer2OctetTotalCount,unsigned64,totalCounter,current,"The total number of octets in observed layer 2 packets (including
the layer 2 header) that the Metering Process did not process
since the (re-)initialization of the Metering Process.

            
            
              
This Information Element is the layer 2 version of
ignoredOctetTotalCount (ElementId #165).",octets,,[RFC5477],[RFC7133],1,2014-05-02
427,notSentLayer2OctetTotalCount,unsigned64,totalCounter,current,"The total number of octets in observed layer 2 packets (including
the layer 2 header) that the Metering Process did not process
since the (re-)initialization of the Metering Process.

            
            
              
This Information Element is the layer 2 version of
notSentOctetTotalCount (ElementId #168).",octets,,[RFC5477],[RFC7133],1,2014-05-02
428,layer2OctetDeltaSumOfSquares,unsigned64,deltaCounter,current,"The sum of the squared numbers of layer 2 octets per incoming
packet since the previous report (if any) for this Flow at the
Observation Point.  The number of octets includes layer 2
header(s) and layer 2 payload.

            
            
              
This Information Element is the layer 2 version of
octetDeltaSumOfSquares (ElementId #198).",octets,,[RFC5477],[RFC7133],1,2014-05-02
429,layer2OctetTotalSumOfSquares,unsigned64,totalCounter,current,"The total sum of the squared numbers of layer 2 octets in incoming
packets for this Flow at the Observation Point since the Metering
Process (re-)initialization for this Observation Point.  The
number of octets includes layer 2 header(s) and layer 2 payload.

            
            
              
This Information Element is the layer 2 version of
octetTotalSumOfSquares (ElementId #199).",octets,,[RFC5477],[RFC7133],1,2014-05-02
430,layer2FrameDeltaCount,unsigned64,deltaCounter,current,"The number of incoming layer 2 frames since the
previous report (if any) for this Flow at the
Observation Point.",frames,,,[ipfix-iana_at_cisco.com],0,2014-05-02
431,layer2FrameTotalCount,unsigned64,totalCounter,current,"The total number of incoming layer 2 frames
for this Flow at the Observation Point since
the Metering Process (re-)initialization for
this Observation Point.",frames,,,[ipfix-iana_at_cisco.com],0,2014-05-02
432,pseudoWireDestinationIPv4Address,ipv4Address,default,current,The destination IPv4 address of the PSN tunnel carrying the pseudowire.,,,[RFC3985],[ipfix-iana_at_cisco.com],0,2014-05-28
433,ignoredLayer2FrameTotalCount,unsigned64,totalCounter,current,"The total number of observed layer 2 frames that the Metering Process 
did not process since the (re-)initialization of the Metering Process.
This Information Element is the layer 2 version of ignoredPacketTotalCount (ElementId #164).",frames,,,[ipfix-iana_at_cisco.com],0,2014-06-27
434,mibObjectValueInteger,signed32,quantity,current,"An IPFIX Information Element that denotes that the
integer value of a MIB object will be exported.  The MIB Object
Identifier (""mibObjectIdentifier"") for this field MUST be exported
in a MIB Field Option or via another means.  This Information
Element is used for MIB objects with the Base syntax of Integer32
and INTEGER with IPFIX reduced-size encoding used as required.
The value is encoded as per the standard IPFIX Abstract Data Type
of signed32.",,,,[RFC8038],1,2017-04-30
435,mibObjectValueOctetString,octetArray,default,current,"An IPFIX Information Element that denotes that an
Octet String or Opaque value of a MIB object will be exported.
The MIB Object Identifier (""mibObjectIdentifier"") for this field
MUST be exported in a MIB Field Option or via another means.  This
Information Element is used for MIB objects with the Base syntax
of OCTET STRING and Opaque.  The value is encoded as per the
standard IPFIX Abstract Data Type of octetArray.",,,,[RFC8038],0,2015-12-13
436,mibObjectValueOID,octetArray,default,current,"An IPFIX Information Element that denotes that an
Object Identifier or OID value of a MIB object will be exported.
The MIB Object Identifier (""mibObjectIdentifier"") for this field
MUST be exported in a MIB Field Option or via another means.  This
Information Element is used for MIB objects with the Base syntax
of OBJECT IDENTIFIER.  Note: In this case, the
""mibObjectIdentifier"" defines which MIB object is being exported,
and the ""mibObjectValueOID"" field will contain the OID value of
that MIB object.  The mibObjectValueOID Information Element is
encoded as ASN.1/BER [X.690] in an octetArray.",,,,[RFC8038],0,2015-12-13
437,mibObjectValueBits,octetArray,flags,current,"An IPFIX Information Element that denotes that a set
of Enumerated flags or bits from a MIB object will be exported.
The MIB Object Identifier (""mibObjectIdentifier"") for this field
MUST be exported in a MIB Field Option or via another means.  This
Information Element is used for MIB objects with the Base syntax
of BITS.  The flags or bits are encoded as per the standard IPFIX
Abstract Data Type of octetArray, with sufficient length to
accommodate the required number of bits.  If the number of bits is
not an integer multiple of octets, then the most significant bits
at the end of the octetArray MUST be set to 0.",,,,[RFC8038],0,2015-12-13
438,mibObjectValueIPAddress,ipv4Address,default,current,"An IPFIX Information Element that denotes that the
IPv4 address value of a MIB object will be exported.  The MIB
Object Identifier (""mibObjectIdentifier"") for this field MUST be
exported in a MIB Field Option or via another means.  This
Information Element is used for MIB objects with the Base syntax
of IpAddress.  The value is encoded as per the standard IPFIX
Abstract Data Type of ipv4Address.",,,,[RFC8038],0,2015-12-13
439,mibObjectValueCounter,unsigned64,snmpCounter,current,"An IPFIX Information Element that denotes that the
counter value of a MIB object will be exported.  The MIB Object
Identifier (""mibObjectIdentifier"") for this field MUST be exported
in a MIB Field Option or via another means.  This Information
Element is used for MIB objects with the Base syntax of Counter32
or Counter64 with IPFIX reduced-size encoding used as required.
The value is encoded as per the standard IPFIX Abstract Data Type
of unsigned64.",,,,[RFC8038],0,2015-12-13
440,mibObjectValueGauge,unsigned32,snmpGauge,current,"An IPFIX Information Element that denotes that the
Gauge value of a MIB object will be exported.  The MIB Object
Identifier (""mibObjectIdentifier"") for this field MUST be exported
in a MIB Field Option or via another means.  This Information
Element is used for MIB objects with the Base syntax of Gauge32.
The value is encoded as per the standard IPFIX Abstract Data Type
of unsigned32.  This value represents a non-negative integer that
may increase or decrease but that shall never exceed a maximum
value or fall below a minimum value.",,,,[RFC8038],0,2015-12-13
441,mibObjectValueTimeTicks,unsigned32,quantity,current,"An IPFIX Information Element that denotes that the
TimeTicks value of a MIB object will be exported.  The MIB Object
Identifier (""mibObjectIdentifier"") for this field MUST be exported
in a MIB Field Option or via another means.  This Information
Element is used for MIB objects with the Base syntax of TimeTicks.
The value is encoded as per the standard IPFIX Abstract Data Type
of unsigned32.",,,,[RFC8038],1,2017-04-30
442,mibObjectValueUnsigned,unsigned32,quantity,current,"An IPFIX Information Element that denotes that an
unsigned integer value of a MIB object will be exported.  The MIB
Object Identifier (""mibObjectIdentifier"") for this field MUST be
exported in a MIB Field Option or via another means.  This
Information Element is used for MIB objects with the Base syntax
of unsigned32 with IPFIX reduced-size encoding used as required.
The value is encoded as per the standard IPFIX Abstract Data Type
of unsigned32.",,,,[RFC8038],1,2017-04-30
443,mibObjectValueTable,subTemplateList,list,current,"An IPFIX Information Element that denotes that a
complete or partial conceptual table will be exported.  The MIB
Object Identifier (""mibObjectIdentifier"") for this field MUST be
exported in a MIB Field Option or via another means.  This
Information Element is used for MIB objects with a syntax of
SEQUENCE OF.  This is encoded as a subTemplateList of mibObjectValue
Information Elements.  The Template specified in the
subTemplateList MUST be an Options Template and MUST include all
the objects listed in the INDEX clause as Scope Fields.",,,,[RFC8038],1,2017-04-30
444,mibObjectValueRow,subTemplateList,list,current,"An IPFIX Information Element that denotes that a
single row of a conceptual table will be exported.  The MIB Object
Identifier (""mibObjectIdentifier"") for this field MUST be exported
in a MIB Field Option or via another means.  This Information
Element is used for MIB objects with a syntax of SEQUENCE.  This
is encoded as a subTemplateList of mibObjectValue Information
Elements.  The subTemplateList exported MUST contain exactly one
row (i.e., one instance of the subTemplate).  The Template
specified in the subTemplateList MUST be an Options Template and
MUST include all the objects listed in the INDEX clause as Scope
Fields.",,,,[RFC8038],0,2015-12-13
445,mibObjectIdentifier,octetArray,default,current,"An IPFIX Information Element that denotes that a MIB
Object Identifier (MIB OID) is exported in the (Options)
Template Record.  The mibObjectIdentifier Information Element
contains the OID assigned to the MIB object type definition
encoded as ASN.1/BER [X.690].",,,,[RFC8038],0,2015-12-13
446,mibSubIdentifier,unsigned32,identifier,current,A non-negative sub-identifier of an Object Identifier (OID).,,,,[RFC8038],0,2015-12-13
447,mibIndexIndicator,unsigned64,flags,current,"A set of bit fields that is used for marking the
Information Elements of a Data Record that serve as INDEX MIB
objects for an indexed columnar MIB object.  Each bit represents
an Information Element in the Data Record, with the n-th least
significant bit representing the n-th Information Element.  A bit
set to 1 indicates that the corresponding Information Element is
an index of the columnar object represented by the mibObjectValue.
A bit set to 0 indicates that this is not the case.

            
            
              
If the Data Record contains more than 64 Information Elements, the
corresponding Template SHOULD be designed such that all index
fields are among the first 64 Information Elements, because the
mibIndexIndicator only contains 64 bits.  If the Data Record
contains less than 64 Information Elements, then the extra bits in
the mibIndexIndicator for which no corresponding Information
Element exists MUST have the value 0 and must be disregarded by
the Collector.  This Information Element may be exported with
IPFIX reduced-size encoding.",,,,[RFC8038],0,2015-12-13
448,mibCaptureTimeSemantics,unsigned8,identifier,current,"Indicates when in the lifetime of the Flow the MIB
value was retrieved from the MIB for a mibObjectIdentifier.  This
is used to indicate if the value exported was collected from the
MIB closer to Flow creation or Flow export time and refers to the
Timestamp fields included in the same Data Record.  This field
SHOULD be used when exporting a mibObjectValue that specifies
counters or statistics.

            
            
              
If the MIB value was sampled by SNMP prior to the IPFIX Metering
Process or Exporting Process retrieving the value (i.e., the data
is already stale) and it is important to know the exact sampling
time, then an additional observationTime* element should be paired
with the OID using IPFIX Structured Data [RFC6313].  Similarly, if
different MIB capture times apply to different mibObjectValue elements
within the Data Record, then individual mibCaptureTimeSemantics
Information Elements should be paired with each OID using IPFIX
Structured Data.

            
            
              
Values:

            
            
              
0  undefined

            
            
              
1  begin - The value for the MIB object is captured from the
MIB when the Flow is first observed

            
            
              
2  end - The value for the MIB object is captured from the MIB
when the Flow ends

            
            
              
3  export - The value for the MIB object is captured from the
MIB at export time

            
            
              
4  average - The value for the MIB object is an average of
multiple captures from the MIB over the observed life of the
Flow",,,,[RFC8038],0,2015-12-13
449,mibContextEngineID,octetArray,default,current,"A mibContextEngineID that specifies the SNMP engine
ID for a MIB field being exported over IPFIX.  Definition as per
[RFC3411], Section 3.3.",,,,[RFC8038],0,2015-12-13
450,mibContextName,string,default,current,"An Information Element that denotes that a MIB
context name is specified for a MIB field being exported over
IPFIX.  Reference [RFC3411], Section 3.3.",,,,[RFC8038],0,2015-12-13
451,mibObjectName,string,default,current,"The name (called a descriptor in [RFC2578] 
of an object type definition.",,,,[RFC8038],0,2015-12-13
452,mibObjectDescription,string,default,current,"The value of the DESCRIPTION clause of a MIB object
type definition.",,,,[RFC8038],0,2015-12-13
453,mibObjectSyntax,string,default,current,"The value of the SYNTAX clause of a MIB object type
definition, which may include a textual convention or sub-typing.
See [RFC2578].",,,,[RFC8038],0,2015-12-13
454,mibModuleName,string,default,current,"The textual name of the MIB module that defines a MIB
object.",,,,[RFC8038],0,2015-12-13
455,mobileIMSI,string,default,current,"The International Mobile Subscription Identity (IMSI). The
IMSI is a decimal digit string with up to a maximum of 15 ASCII/UTF-8
encoded digits (0x30 - 0x39).",,,[3GPP TS 23.003] Section 3 and [ITU-T E.164].,[ipfix-iana_at_cisco.com],0,2015-12-15
456,mobileMSISDN,string,default,current,"The Mobile Station International Subscriber Directory Number
(MSISDN). The MSISDN is a decimal digit string with up to a maximum of 15
ASCII/UTF-8 encoded digits (0x30 - 0x39).",,,[3GPP TS 23.003] Section 3 and [ITU-T E.164].,[ipfix-iana_at_cisco.com],0,2015-12-15
457,httpStatusCode,unsigned16,identifier,current,"The HTTP Response Status Code, as defined in 
section 6 of [RFC7231], 
associated with a flow. Implies that the flow 
record represents a flow containing an HTTP 
Response.",,0-999,[RFC7231],[Andrew_Feren],0,2016-04-28
458,sourceTransportPortsLimit,unsigned16,quantity,current,"This Information Element contains the maximum
number of IP source transport ports that can be used by an end
user when sending IP packets; each user is associated with one
or more (source) IPv4 or IPv6 addresses. This Information
Element is particularly useful in address-sharing deployments
that adhere to REQ-4 of [RFC6888]. Limiting the number of
ports assigned to each user ensures fairness among users and
mitigates the denial-of-service attack that a user could launch
against other users through the address-sharing device in order
to grab more ports.",ports,1-65535,,"[RFC8045][RFC Errata 
          5009]",1,2017-08-01
459,httpRequestMethod,string,,current,"The HTTP request method, as defined in section 4 of
[RFC7231], associated with a 
flow. String with up to 8 UTF-8 characters.",,,,[Felix_Erlacher],0,2016-11-15
460,httpRequestHost,string,,current,"The HTTP request host, as defined in section 5.4 of
[RFC7230] or, in the case of 
HTTP/2, the content of the :authority pseudo-header 
field as defined in section 8.1.2.3 of 
[RFC7240]. Encoded in UTF-8.",,,,[Felix_Erlacher],0,2016-11-15
461,httpRequestTarget,string,,current,"The HTTP request target, as defined in section 2 of
[RFC7231] and in section 5.3 of 
[RFC7230], associated with a flow.
Or the HTTP/2 "":path"" pseudo-header field as defined in 
section 8.1.2.3 of [RFC7240]. 
Encoded in UTF-8.",,,,[Felix_Erlacher],0,2016-11-15
462,httpMessageVersion,string,,current,"The version of an HTTP/1.1 message as indicated by the
HTTP-version field, defined in section 2.6 of 
[RFC7230], or the version
identification of an HTTP/2 frame as defined in 
[RFC7240] section 3.1. The length 
of this field is limited to 10 characters, UTF-8 encoded.",,,,[Felix_Erlacher],0,2016-11-15
463,natInstanceID,unsigned32,identifier,current,"This Information Element uniquely identifies an Instance of the NAT 
    that runs on a NAT middlebox function after the packet passes the 
    Observation Point. natInstanceID is defined in 
    [RFC7659].",,,"See [RFC791] for the definition of the IPv4 
    source address field.  See [RFC3022] 
    for the definition of NAT.  See [RFC3234] 
    for the definition of middleboxes.",[RFC8158],0,2017-03-15
464,internalAddressRealm,octetArray,identifier,current,"This Information Element represents the internal address realm where 
    the packet is originated from or destined to. By definition, a NAT 
    mapping can be created from two address realms, one from internal and 
    one from external. Realms are implementation dependent and can represent 
    a Virtual Routing and Forwarding (VRF) ID, a VLAN ID, or some unique 
    identifier. Realms are optional and, when left unspecified, would mean 
    that the external and internal realms are the same.",,,"See [RFC791] for the definition of the IPv4 
    source address field.  See [RFC3022] 
    for the definition of NAT.  See [RFC3234] 
    for the definition of middleboxes.",[RFC8158],0,2017-03-15
